TrialNumber,BlockNumber,StepNumber,ConditionCode,ConditionName,Domain,QuestionResult,ReversalPoints,StairCaseValue,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,Attempt,percent,log_percent,SCV_abs,max_strength,ReversalVal,Subject,Study,Filename
14,1,11,2210101,Light,Nature,1,1,4.1616,134829137,134832518,3.380997,1,100,4.61512051684126,4.1616,4.1616,4.1616,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
18,2,1,330201,Ripple,Perception,1,0,0.0359125,135026382,135027397,1.014999,1,100,4.61512051684126,0.0359125,0.0359125,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
19,2,2,330201,Ripple,Perception,1,0,0.02693437,135035701,135036702,1.000999,1,74.9999860772712,4.33073315709251,0.02693437,0.0359125,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
20,2,3,330201,Ripple,Perception,0,0,0.02020078,135045310,135046345,1.034999,1,56.2499965193178,4.0474275816364,0.02020078,0.0359125,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
21,2,4,330201,Ripple,Perception,1,0,0.02693437,135128377,135129904,1.526999,1,74.9999860772712,4.33073315709251,0.02693437,0.0359125,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
22,2,5,330201,Ripple,Perception,0,1,0.02020078,135139207,135140211,1.004,1,56.2499965193178,4.0474275816364,0.02020078,0.0359125,0.02020078,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
23,2,6,330201,Ripple,Perception,1,1,0.02693437,135147991,135150050,2.058997,1,74.9999860772712,4.33073315709251,0.02693437,0.0359125,0.02693437,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
24,2,7,330201,Ripple,Perception,1,0,0.02020078,135159207,135200402,1.195,1,56.2499965193178,4.0474275816364,0.02020078,0.0359125,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
25,2,8,330201,Ripple,Perception,0,1,0.01515058,135210347,135211325,0.9779989,1,42.1874834667595,3.76555071870314,0.01515058,0.0359125,0.01515058,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
26,2,9,330201,Ripple,Perception,0,0,0.02020077,135219609,135221326,1.716998,1,56.2499686738601,4.04742709525272,0.02020077,0.0359125,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
27,2,10,330201,Ripple,Perception,1,1,0.02693436,135230984,135233710,2.725997,1,74.9999582318134,4.33073279070478,0.02693436,0.0359125,0.02693436,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
28,2,11,330201,Ripple,Perception,1,0,0.02020077,135241935,135243361,1.425999,1,56.2499686738601,4.04742709525272,0.02020077,0.0359125,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
29,2,12,330201,Ripple,Perception,0,1,0.01515058,135251306,135252556,1.25,1,42.1874834667595,3.76555071870314,0.01515058,0.0359125,0.01515058,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
33,3,1,290201,Delay,Self,1,0,0.2535,135432727,135433555,0.8279999,1,100,4.61512051684126,0.2535,0.2535,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
34,3,2,290201,Delay,Self,1,0,0.190125,135441867,135442873,1.005999,1,75,4.33073334028633,0.190125,0.2535,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
35,3,3,290201,Delay,Self,1,0,0.1425938,135451275,135453425,2.15,1,56.2500197238659,4.04742798695596,0.1425938,0.2535,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
36,3,4,290201,Delay,Self,1,0,0.1069454,135501380,135503031,1.650998,1,42.1875345167653,3.76555190075802,0.1069454,0.2535,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
37,3,5,290201,Delay,Self,0,1,0.08020905,135512322,135512993,0.6710004,1,31.640650887574,3.4855584713056,0.08020905,0.2535,0.08020905,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
38,3,6,290201,Delay,Self,0,0,0.1069454,135521450,135522432,0.9819991,1,42.1875345167653,3.76555190075802,0.1069454,0.2535,,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
39,3,7,290201,Delay,Self,1,1,0.1425939,135532733,135534750,2.016998,1,56.2500591715976,4.04742867599884,0.1425939,0.2535,0.1425939,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
40,3,8,290201,Delay,Self,0,1,0.1069454,135546241,135548078,1.836998,1,42.1875345167653,3.76555190075802,0.1069454,0.2535,0.1069454,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
41,3,9,290201,Delay,Self,1,1,0.1425939,135557079,135558240,1.160999,1,56.2500591715976,4.04742867599884,0.1425939,0.2535,0.1425939,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
42,3,10,290201,Delay,Self,0,1,0.1069454,135606443,135607848,1.404998,1,42.1875345167653,3.76555190075802,0.1069454,0.2535,0.1069454,023,wl,Answers_Sub-023_Plan-Wonderland_JND_RunID-20221028-134259.csv
