TrialNumber,BlockNumber,StepNumber,ConditionCode,ConditionName,Domain,QuestionResult,ReversalPoints,StairCaseValue,TimeStampStartQuestion,TimestampEndQuestion,ResponseTime,Attempt,percent,log_percent,SCV_abs,max_strength,ReversalVal,Subject,Study,Filename
44,1,11,3822,Plant,Normal,0,1,0.036015,122711411,122712138,0.7275033,1,24.01,3.21927574488953,0.036015,0.15,0.036015,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
48,4,1,3010202,Unsaturated,Perception,1,0,-25.97,122757891,122758594,0.7030747,1,100,4.61512051684126,25.97,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
49,4,2,3010202,Unsaturated,Perception,1,0,-20.776,122807734,122808593,0.8590898,1,80,4.39444915467244,20.776,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
50,4,3,3010202,Unsaturated,Perception,1,0,-16.6208,122817780,122818509,0.7294564,1,64,4.17438726989564,16.6208,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
51,4,4,3010202,Unsaturated,Perception,1,0,-13.29664,122827635,122829238,1.602879,1,51.2,3.95508249488859,13.29664,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
53,4,5,3010202,Unsaturated,Perception,1,0,-10.63731,122857022,122857883,0.860694,1,40.9599922988063,3.73671659999153,10.63731,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
54,4,6,3010202,Unsaturated,Perception,1,0,-8.509849,122907027,122907798,0.7705675,1,32.7679976896419,3.51951354006163,8.509849,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
55,4,7,3010202,Unsaturated,Perception,1,0,-6.807879,122916880,122917979,1.098633,1,26.2143973815942,3.3037461487637,6.807879,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
56,4,8,3010202,Unsaturated,Perception,0,1,-5.446303,122927076,122928130,1.054711,1,20.971517135156,3.08974693886696,5.446303,-25.97,5.446303,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
57,4,9,3010202,Unsaturated,Perception,1,1,-6.807878,122937234,122937875,0.6410237,1,26.2143935309973,3.30374600727252,6.807878,-25.97,6.807878,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
58,4,10,3010202,Unsaturated,Perception,1,0,-5.446302,122946956,122947672,0.7160005,1,20.9715132845591,3.08974676361292,5.446302,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
59,4,11,3010202,Unsaturated,Perception,1,0,-4.357042,122956770,122957637,0.8668336,1,16.777212167886,2.87791742183507,4.357042,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
60,4,12,3010202,Unsaturated,Perception,0,1,-3.485634,123006763,123008519,1.755506,1,13.4217712745476,2.66873895888659,3.485634,-25.97,3.485634,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
61,4,13,3010202,Unsaturated,Perception,0,0,-4.357042,123017693,123019599,1.906078,1,16.777212167886,2.87791742183507,4.357042,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
62,4,14,3010202,Unsaturated,Perception,1,1,-5.446302,123028733,123029397,0.6648379,1,20.9715132845591,3.08974676361292,5.446302,-25.97,5.446302,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
63,4,15,3010202,Unsaturated,Perception,1,0,-4.357042,123038469,123039162,0.6931947,1,16.777212167886,2.87791742183507,4.357042,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
64,4,16,3010202,Unsaturated,Perception,1,0,-3.485634,123048243,123049226,0.9831479,1,13.4217712745476,2.66873895888659,3.485634,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
65,4,17,3010202,Unsaturated,Perception,1,0,-2.788507,123058335,123059059,0.7240048,1,10.7374162495187,2.46278170921765,2.788507,-25.97,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
66,4,18,3010202,Unsaturated,Perception,0,1,-2.230806,123108165,123109256,1.090744,1,8.58993453985368,2.26071406299652,2.230806,-25.97,2.230806,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
70,5,1,3020202,Saturated,Perception,1,0,25.97,123155247,123156398,1.151773,1,80,4.39444915467244,25.97,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
71,5,2,3020202,Saturated,Perception,1,0,20.776,123205574,123206478,0.9041745,1,64,4.17438726989564,20.776,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
72,5,3,3020202,Saturated,Perception,0,0,16.6208,123215607,123216311,0.7042356,1,51.2,3.95508249488859,16.6208,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
73,5,4,3020202,Saturated,Perception,0,0,20.776,123225446,123226159,0.7129869,1,64,4.17438726989564,20.776,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
74,5,5,3020202,Saturated,Perception,1,1,25.97,123235284,123235908,0.624189,1,80,4.39444915467244,25.97,32.4625,25.97,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
75,5,6,3020202,Saturated,Perception,1,0,20.776,123245023,123245838,0.8150436,1,64,4.17438726989564,20.776,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
76,5,7,3020202,Saturated,Perception,0,1,16.6208,123254959,123255970,1.011125,1,51.2,3.95508249488859,16.6208,32.4625,16.6208,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
77,5,8,3020202,Saturated,Perception,0,0,20.776,123305074,123305851,0.7769967,1,64,4.17438726989564,20.776,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
78,5,9,3020202,Saturated,Perception,0,0,25.97,123314977,123316548,1.571157,1,80,4.39444915467244,25.97,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
79,5,10,3020202,Saturated,Perception,1,1,32.4625,123325666,123326496,0.8300039,1,100,4.61512051684126,32.4625,32.4625,32.4625,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
80,5,11,3020202,Saturated,Perception,1,0,25.97,123335555,123336328,0.7730298,1,80,4.39444915467244,25.97,32.4625,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
81,5,12,3020202,Saturated,Perception,0,1,20.776,123345444,123346361,0.9164788,1,64,4.17438726989564,20.776,32.4625,20.776,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
82,5,13,3020202,Saturated,Perception,1,1,25.97,123355459,123356113,0.6540037,1,80,4.39444915467244,25.97,32.4625,25.97,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
86,2,1,1210202,Slow,Nature,1,0,-0.56,123441132,123441915,0.7839232,1,100,4.61512051684126,0.56,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
87,2,2,1210202,Slow,Nature,1,0,-0.448,123451022,123451931,0.9094612,1,80,4.39444915467244,0.448,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
88,2,3,1210202,Slow,Nature,1,0,-0.3584,123501047,123501812,0.7655161,1,64,4.17438726989564,0.3584,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
89,2,4,1210202,Slow,Nature,1,0,-0.28672,123510926,123511776,0.8504075,1,51.2,3.95508249488859,0.28672,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
90,2,5,1210202,Slow,Nature,1,0,-0.229376,123520923,123521858,0.9344312,1,40.96,3.7367167835281,0.229376,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
91,2,6,1210202,Slow,Nature,1,0,-0.1835008,123530990,123531840,0.8490461,1,32.768,3.5195136084802,0.1835008,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
92,2,7,1210202,Slow,Nature,0,1,-0.1468006,123540952,123541920,0.968802,1,26.2143928571429,3.30374598251157,0.1468006,-0.56,0.1468006,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
93,2,8,1210202,Slow,Nature,0,0,-0.1835008,123551026,123554203,3.177068,1,32.768,3.5195136084802,0.1835008,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
94,2,9,1210202,Slow,Nature,1,1,-0.229376,123603322,123604184,0.8613027,1,40.96,3.7367167835281,0.229376,-0.56,0.229376,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
95,2,10,1210202,Slow,Nature,0,1,-0.1835008,123613295,123614130,0.8353544,1,32.768,3.5195136084802,0.1835008,-0.56,0.1835008,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
96,2,11,1210202,Slow,Nature,0,0,-0.229376,123623263,123624063,0.7994582,1,40.96,3.7367167835281,0.229376,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
97,2,12,1210202,Slow,Nature,1,1,-0.28672,123633228,123634127,0.8998759,1,51.2,3.95508249488859,0.28672,-0.56,0.28672,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
98,2,13,1210202,Slow,Nature,1,0,-0.229376,123643269,123644142,0.8729806,1,40.96,3.7367167835281,0.229376,-0.56,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
99,2,14,1210202,Slow,Nature,0,1,-0.1835008,123653237,123654124,0.8872774,1,32.768,3.5195136084802,0.1835008,-0.56,0.1835008,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
36,11,1,1220202,Fast,Nature,1,0,0.5,135646920,135649101,2.18116,2,100,4.61512051684126,0.5,0.5,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
37,11,2,1220202,Fast,Nature,1,0,0.4,135658134,135700467,2.332554,2,80,4.39444915467244,0.4,0.5,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
38,11,3,1220202,Fast,Nature,1,0,0.32,135709479,135710214,0.7349699,2,64,4.17438726989564,0.32,0.5,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
39,11,4,1220202,Fast,Nature,0,0,0.256,135719267,135719953,0.6860098,2,51.2,3.95508249488859,0.256,0.5,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
40,11,5,1220202,Fast,Nature,0,0,0.32,135728984,135730595,1.610553,2,64,4.17438726989564,0.32,0.5,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
41,11,6,1220202,Fast,Nature,1,1,0.4,135739597,135742125,2.52776,2,80,4.39444915467244,0.4,0.5,0.4,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
42,11,7,1220202,Fast,Nature,0,1,0.32,135751169,135751905,0.7364166,2,64,4.17438726989564,0.32,0.5,0.32,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
43,11,8,1220202,Fast,Nature,0,0,0.4,135800951,135801820,0.8688533,2,80,4.39444915467244,0.4,0.5,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
44,11,9,1220202,Fast,Nature,1,1,0.5,135810851,135811585,0.7340016,2,100,4.61512051684126,0.5,0.5,0.5,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
45,11,10,1220202,Fast,Nature,0,1,0.4,135820620,135822516,1.895874,2,80,4.39444915467244,0.4,0.5,0.4,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
46,11,11,1220202,Fast,Nature,1,1,0.5,135831527,135834348,2.820785,2,100,4.61512051684126,0.5,0.5,0.5,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
50,12,1,6010202,Shrink,Self,1,0,-0.2142857,135918869,135919704,0.8346665,2,100,4.61512051684126,0.2142857,-0.2142857,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
51,12,2,6010202,Shrink,Self,1,0,-0.15,135928720,135929769,1.048637,2,70.000004666667,4.26267994276902,0.15,-0.2142857,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
52,12,3,6010202,Shrink,Self,0,0,-0.105,135938795,135939618,0.8229635,2,49.0000032666669,3.91202307076148,0.105,-0.2142857,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
53,12,4,6010202,Shrink,Self,1,0,-0.15,135948647,135949434,0.7869202,2,70.000004666667,4.26267994276902,0.15,-0.2142857,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
54,12,5,6010202,Shrink,Self,0,1,-0.105,135958476,140000331,1.855124,2,49.0000032666669,3.91202307076148,0.105,-0.2142857,0.105,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
55,12,6,6010202,Shrink,Self,1,1,-0.15,140009374,140010212,0.8379947,2,70.000004666667,4.26267994276902,0.15,-0.2142857,0.15,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
56,12,7,6010202,Shrink,Self,0,1,-0.105,140019244,140019960,0.7160062,2,49.0000032666669,3.91202307076148,0.105,-0.2142857,0.105,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
57,12,8,6010202,Shrink,Self,1,1,-0.15,140028991,140029708,0.7173756,2,70.000004666667,4.26267994276902,0.15,-0.2142857,0.15,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
58,12,9,6010202,Shrink,Self,1,0,-0.105,140038772,140039423,0.6509578,2,49.0000032666669,3.91202307076148,0.105,-0.2142857,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
59,12,10,6010202,Shrink,Self,1,0,-0.0735,140048454,140049172,0.7178909,2,34.3000022866668,3.56388302871735,0.0735,-0.2142857,,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
60,12,11,6010202,Shrink,Self,0,1,-0.05145,140058207,140059103,0.895883,2,24.0100016006668,3.2192758088906,0.05145,-0.2142857,0.05145,127,fmri,Answers_Sub-127_Plan-JND_RunID-20240212-121914_2_.csv
